ID,Full Name,Name,Prefix,Sex,Sire ID,Dam ID,Owner CTU ID,Owned
CTC1961,MM R12-F1,R12-F1,MM,Female,CTC14,CTC118,CTU2,No
CTC1959,MM R12-M2,R12-M2,MM,Male,CTC14,CTC118,CTU2,No
CTC1958,MM R12-M1,R12-M1,MM,Male,CTC14,CTC118,CTU2,No
CTC1960,MM R12-M3,R12-M3,MM,Male,CTC14,CTC118,CTU2,No
CTC1963,MM R12-F2,R12-F2,MM,Female,CTC14,CTC118,CTU2,No
CTC1964,MM R12-F3,R12-F3,MM,Female,CTC14,CTC118,CTU2,No
CTC1965,MM R12-F4,R12-F4,MM,Female,CTC14,CTC118,CTU2,No
CTC1966,MM R12-F5,R12-F5,MM,Female,CTC14,CTC118,CTU2,No
CTC1282,MM Pippa,Pippa,MM,Female,CTC23,CTC127,CTU2,No
CTC1281,MM P15-M1,P15-M1,MM,Male,CTC23,CTC127,CTU2,No
CTC1283,MM Poppy,Poppy,MM,Female,CTC23,CTC127,CTU2,No
CTC1280,MM Polaria,Polaria,MM,Female,CTC23,CTC127,CTU9,Yes
CTC1285,MM P15-M2,P15-M2,MM,Male,CTC23,CTC127,CTU2,No
CTC1284,MM P15-F3,P15-F3,MM,Female,CTC23,CTC127,CTU2,No
CTC1287,MM Q15-M2,Q15-M2,MM,Male,CTC353,CTC126,CTU2,No
CTC1286,MM Q15-M1,Q15-M1,MM,Male,CTC353,CTC126,CTU2,No
CTC1279,MM O15-F1,O15-F1,MM,Female,CTC11,CTC111,CTU2,No
CTC1278,MM O15-M1,O15-M1,MM,Male,CTC11,CTC111,CTU2,No
CTC1276,MM N15-M1,N15-M1,MM,Male,CTC25,CTC109,CTU2,No
CTC1277,MM N15-F1,N15-F1,MM,Female,CTC25,CTC109,CTU2,No
CTC1275,MM N15-F2,N15-F2,MM,Female,CTC25,CTC109,CTU2,No
CTC1273,MM M15-M1 Elise,M15-M1,MM,Male,CTC20,CTC123,CTU2,No
CTC1274,MM M15-M3,M15-M3,MM,Male,CTC20,CTC123,CTU2,No
CTC1272,MM M15-M2,M15-M2,MM,Male,CTC20,CTC123,CTU2,Yes
CTC1271,MM M15-F2,M15-F2,MM,Female,CTC20,CTC123,CTU2,No
CTC1265,MM L15-F1,L15-F1,MM,Female,CTC23,CTC124,CTU2,No
CTC1269,MM L15-F3,L15-F3,MM,Female,CTC23,CTC124,CTU2,No
CTC1268,MM L15-M3,L15-M3,MM,Male,CTC23,CTC124,CTU2,No
CTC1264,MM L15-M4,L15-M4,MM,Male,CTC23,CTC124,CTU2,No
CTC1267,MM L15-M1,L15-M1,MM,Male,CTC23,CTC124,CTU2,No
CTC1270,MM L15-M2,L15-M2,MM,Male,CTC23,CTC124,CTU2,No
CTC1262,MM L15-M5,L15-M5,MM,Male,CTC23,CTC124,CTU2,No
CTC1266,MM L15-M6,L15-M6,MM,Male,CTC23,CTC124,CTU2,No
CTC1263,MM Lyra,Lyra,MM,Female,CTC23,CTC124,CTU9,Yes
CTC1261,MM K15-M2,K15-M2,MM,Male,CTC15,CTC121,CTU2,No
CTC1255,MM K15-M1,K15-M1,MM,Male,CTC15,CTC121,CTU2,No
CTC1256,MM K15-F2,K15-F2,MM,Female,CTC15,CTC121,CTU2,No
CTC1257,MM K15-M3,K15-M3,MM,Male,CTC15,CTC121,CTU2,No
CTC1258,MM K15-M5,K15-M5,MM,Male,CTC15,CTC121,CTU2,No
CTC1260,MM K15-M4,K15-M4,MM,Male,CTC15,CTC121,CTU2,No
CTC1259,MM K15-F1,K15-F1,MM,Female,CTC15,CTC121,CTU2,No
CTC1254,MM J15-F4,J15-F4,MM,Female,CTC349,CTC119,CTU2,No
CTC1252,MM J15-M4,J15-M4,MM,Male,CTC349,CTC119,CTU2,No
CTC1249,MM J15-F1,J15-F1,MM,Female,CTC349,CTC119,CTU2,No
CTC1251,MM J15-M1,J15-M1,MM,Male,CTC349,CTC119,CTU2,No
CTC1253,MM J15-F3,J15-F3,MM,Female,CTC349,CTC119,CTU2,No
CTC1250,MM J15-M3,J15-M3,MM,Male,CTC349,CTC119,CTU2,No
CTC1248,MM J15-F2,J15-F2,MM,Female,CTC349,CTC119,CTU2,No
CTC1247,MM J15-M2,J15-M2,MM,Male,CTC349,CTC119,CTU2,No
CTC1120,I15-M2,I15-M2,,Male,CTC350,CTC110,CTU2,Yes
CTC1122,I15-F2,I15-F2,,Female,CTC350,CTC110,CTU2,No
CTC1121,I15-M1,I15-M1,,Male,CTC350,CTC110,CTU2,No
CTC1119,I15-M3,I15-M3,,Male,CTC350,CTC110,CTU2,Yes
CTC1118,I15-F3,I15-F3,,Female,CTC350,CTC110,CTU2,No
CTC1117,I15-F1,I15-F1,,Female,CTC350,CTC110,CTU2,No
CTC1116,I15-F4,I15-F4,,Female,CTC350,CTC110,CTU2,No
CTC1115,I15-M4,I15-M4,,Male,CTC350,CTC110,CTU2,No
CTC1110,MM Hikari,Hikari,MM,Male,CTC25,CTC129,CTU9,Yes
CTC1106,H15-M4 Kassy,H15-M4,,Male,CTC25,CTC129,CTU2,No
CTC1107,H15-M5 Marion,H15-M5,,Male,CTC25,CTC129,CTU2,No
CTC1109,MM Hera,Hera,MM,Female,CTC25,CTC129,CTU2,Yes
CTC1108,MM Holly,Holly,MM,Female,CTC25,CTC129,CTU2,Yes
CTC1112,H15-M2,H15-M2,,Male,CTC25,CTC129,CTU2,No
CTC1111,H15-M3 Kassy,H15-M3,,Male,CTC25,CTC129,CTU2,No
CTC993,M3 Tarin,Tarin,M3,Female,,,CTU2,Yes
CTC992,M3 Tova,Tova,M3,Female,,,CTU2,Yes
CTC649,MM G15-M1,G15-M1,MM,Male,CTC23,CTC116,CTU1,No
CTC650,MM G15-F1 Elise,G15-F1,MM,Female,CTC23,CTC116,CTU2,No
CTC651,MM Gaia,Gaia,MM,Female,CTC23,CTC116,CTU9,Yes
CTC648,MM Fabiosa,Fabiosa,MM,Female,CTC20,CTC122,CTU2,Yes
CTC646,MM Furby,Furby,MM,Male,CTC20,CTC122,CTU2,Yes
CTC645,MM E15-F1,E15-F1,MM,Female,CTC15,CTC120,CTU2,Yes
CTC644,MM E15-M2,E15-M2,MM,Male,CTC15,CTC120,CTU1,No
CTC643,MM E15-M1,E15-M1,MM,Male,CTC15,CTC120,CTU1,No
CTC642,MM Dahlia,Dahlia,MM,Female,CTC18,CTC108,CTU9,Yes
CTC638,MM Calimero,Calimero,MM,Male,CTC11,CTC113,CTU2,Yes
CTC639,MM D15-M1,D15-M1,MM,Male,CTC18,CTC108,CTU2,No
CTC640,MM D15-F1 Kassy,D15-F1,MM,Female,CTC18,CTC108,CTU2,No
CTC641,MM D15-F2 Kassy,D15-F2,MM,Female,CTC18,CTC108,CTU2,No
CTC805,DM Asha,Asha,DM,Female,CTC521,CTC516,CTU2,Yes
CTC804,DM Vitan,Vitan,DM,Male,CTC521,CTC516,CTU2,Yes
CTC622,MM Chardonay,Chardonay,MM,Female,CTC53,CTC107,CTU7,Yes
CTC623,MM Chikaka,Chikaka,MM,Female,CTC53,CTC107,CTU1,No
CTC624,M1,M1,,Male,CTC53,CTC107,CTU1,No
CTC626,MM B15-M3,B15-M3,MM,Male,CTC53,CTC107,CTU1,No
CTC625,MM B15-M2,B15-M2,MM,Male,CTC53,CTC107,CTU1,No
CTC619,MM A15-M2,A15-M2,MM,Male,CTC20,CTC105,CTU1,No
CTC620,MM A15-M3,A15-M3,MM,Male,CTC20,CTC105,CTU1,No
CTC618,MM Armani,Armani,MM,Male,CTC20,CTC105,CTU2,Yes
CTC621,MM A15-F1,A15-F1,MM,Female,CTC20,CTC105,CTU1,No
CTC591,MM Fiddich,Fiddich,MM,Female,CTC25,CTC104,CTU1,No
CTC593,MM Zira,Zira,MM,Female,CTC25,CTC104,CTU9,Yes
CTC595,MM Z14-M2,Z14-M2,MM,Male,CTC25,CTC104,CTU1,No
CTC594,MM Z14-M4,Z14-M4,MM,Male,CTC25,CTC104,CTU1,No
CTC590,MM Blitz,Blitz,MM,Male,CTC25,CTC104,CTU24,Yes
CTC588,MM Z14-M3,Z14-M3,MM,Male,CTC25,CTC104,CTU1,No
CTC589,MM Z14-M1,Z14-M1,MM,Male,CTC25,CTC104,CTU1,No
CTC592,MM Zumi,Zumi,MM,Female,CTC25,CTC104,CTU9,Yes
CTC586,MM Y14-M1,Y14-M1,MM,Male,CTC54,CTC103,CTU2,No
CTC587,MM Yeera,Yeera,MM,Female,CTC54,CTC103,CTU2,Yes
CTC566,MM U14-M1 Elise,U14-M1,MM,Male,CTC20,CTC76,CTU2,No
CTC567,MM U14-M2 Kassy,U14-M2,MM,Male,CTC20,CTC76,CTU2,No
CTC568,MM Unix,Unix,MM,Male,CTC20,CTC76,CTU2,Yes
CTC569,MM U14-M4,U14-M4,MM,Male,CTC20,CTC76,CTU1,No
CTC570,MM Unita,Unita,MM,Female,CTC20,CTC76,CTU2,Yes
CTC571,MM Uvala,Uvala,MM,Female,CTC20,CTC76,CTU2,Yes
CTC572,MM Upsy,Upsy,MM,Female,CTC20,CTC76,CTU2,Yes
CTC573,MM Umbra,Umbra,MM,Female,CTC20,CTC76,CTU2,Yes
CTC574,MM Voodoo Kassy,Voodoo,MM,Male,CTC20,CTC99,CTU2,No
CTC576,MM Opal,Opal,MM,Female,CTC20,CTC99,CTU7,Yes
CTC575,MM Pearl,Pearl,MM,Female,CTC20,CTC99,CTU7,Yes
CTC577,MM W14-M1,W14-M1,MM,Male,CTC17,CTC98,CTU1,No
CTC578,MM W14-M2,W14-M2,MM,Male,CTC17,CTC98,CTU1,No
CTC579,MM Wicky,Wicky,MM,Female,CTC17,CTC98,CTU2,Yes
CTC580,MM Whoopy,Whoopy,MM,Female,CTC17,CTC98,CTU2,Yes
CTC581,MM Gin,Gin,MM,Female,CTC17,CTC98,CTU7,Yes
CTC582,MM Brownie,Brownie,MM,Male,CTC16,CTC100,CTU7,Yes
CTC583,MM Xavi,Xavi,MM,Male,CTC16,CTC100,CTU2,Yes
CTC585,MM Overbaked,Overbaked,MM,Female,CTC16,CTC100,CTU7,Yes
CTC584,MM Xayah,Xayah,MM,Female,CTC16,CTC100,CTU9,Yes
CTC991,M3 Zaya,Zaya,M3,Female,,,CTU2,Yes
CTC807,MF Cotija,Cotija,MF,Female,CTC526,CTC336,CTU2,Yes
CTC806,MF Tamala,Tamala,MF,Female,CTC526,CTC336,CTU2,Yes
CTC558,MM Tetsu,Tetsu,MM,Male,CTC22,CTC79,CTU9,Yes
CTC355,MM Tapioka,Tapioka,MM,Female,CTC22,CTC79,CTU2,No
CTC557,MM Sally,Sally,MM,Female,CTC53,CTC102,CTU2,Yes
CTC556,MM Hans,Hans,MM,Male,CTC53,CTC102,CTU5,Yes
CTC555,MM S14-M1,S14-M1,MM,Male,CTC53,CTC102,CTU1,No
CTC554,MM Skol,Skol,MM,Male,CTC53,CTC102,CTU9,Yes
CTC353,MM Special,Special,MM,Male,CTC53,CTC102,CTU2,Yes
CTC354,MM Sunny,Sunny,MM,Female,CTC53,CTC102,CTU2,Yes
CTC551,MM Rio,Rio,MM,Male,CTC21,CTC78,CTU7,Yes
CTC553,MM R14-F4,R14-F4,MM,Female,,,CTU1,No
CTC352,MM Ramona,Ramona,MM,Female,CTC21,CTC78,CTU2,Yes
CTC351,MM Rogue,Rogue,MM,Female,CTC21,CTC78,CTU2,Yes
CTC350,MM Ryder,Ryder,MM,Male,CTC21,CTC78,CTU2,Yes
CTC349,MM Royce,Royce,MM,Male,CTC21,CTC78,CTU2,Yes
CTC547,MM Q14-F1,Q14-F1,MM,Female,CTC11,CTC97,CTU1,No
CTC546,MM Quix,Quix,MM,Male,CTC11,CTC97,CTU2,No
CTC347,MM Qutie,Qutie,MM,Female,CTC11,CTC97,CTU2,Yes
CTC348,MM Quana,Quana,MM,Female,CTC11,CTC97,CTU2,Yes
CTC542,MM Prism,Prism,MM,Male,CTC15,CTC101,CTU2,Yes
CTC346,MM Cruella,Cruella,MM,Female,CTC15,CTC101,CTU5,Yes
CTC545,MM P14-F8,P14-F8,MM,Female,CTC15,CTC101,CTU1,No
CTC544,MM Pixel,Pixel,MM,Female,CTC15,CTC101,CTU9,Yes
CTC543,MM P14-F6,P14-F6,MM,Female,CTC15,CTC101,CTU1,No
CTC344,MM Calico,Calico,MM,Female,CTC15,CTC101,CTU2,Yes
CTC345,MM Primadonna,Primadonna,MM,Female,CTC15,CTC101,CTU2,Yes
CTC1027,DM Kaia,Kaia,DM,Female,CTC517,CTC510,CTU2,Yes
CTC809,RM Ripton,Ripton,RM,Male,CTC808,CTC1123,CTU2,Yes
CTC521,MF Simba,Simba,MF,Male,CTC340,CTC129,CTU5,No
CTC559,MF Jake,Jake,MF,Male,CTC340,CTC129,CTU5,Yes
CTC520,MF Pocahontas,Pocahontas,MF,Female,CTC340,CTC129,CTU1,No
CTC343,MM Sassy Marion,Sassy,MM,Female,CTC340,CTC337,CTU2,No
CTC560,MF Edna,Edna,MF,Female,CTC340,CTC337,CTU5,Yes
CTC561,MF Baloo,Baloo,MF,Male,CTC340,CTC337,CTU5,Yes
CTC342,MM Nameless Kassy,Nameless,MM,Female,CTC340,CTC337,CTU2,No
CTC341,MM Neela,Neela,MM,Female,CTC340,CTC337,CTU2,Yes
CTC990,M3 Rumi,Rumi,M3,Male,CTC1125,CTC1124,CTU2,Yes
CTC525,MM Mirage,Mirage,MM,Female,CTC14,CTC523,CTU5,Yes
CTC565,MM O14-F5,O14-F5,MM,Female,CTC14,CTC523,CTU1,No
CTC564,MM O14-F6,O14-F6,MM,Female,CTC14,CTC523,CTU1,No
CTC522,MM Violet,Violet,MM,Female,CTC14,CTC523,CTU5,Yes
CTC151,MM Nayeli,Nayeli,MM,Female,CTC69,CTC70,CTU2,Yes
CTC518,MM Nani,Nani,MM,Female,CTC69,CTC70,CTU1,No
CTC25,MM Nolan,Nolan,MM,Male,CTC69,CTC70,CTU2,Yes
CTC519,FS Tinkerbell,Tinkerbell,FS,Female,,,CTU2,Yes
CTC150,MM Maddox,Maddox,MM,Female,CTC61,CTC68,CTU2,Yes
CTC672,MM Binx,Binx,MM,Male,CTC61,CTC68,CTU24,Yes
CTC517,MM Remy,Remy,MM,Male,CTC61,CTC68,CTU5,No
CTC24,MM Mickah,Mickah,MM,Male,CTC61,CTC68,CTU1,No
CTC149,MM Leah,Leah,MM,Female,CTC66,CTC67,CTU2,No
CTC148,MM London,London,MM,Female,CTC66,CTC67,CTU2,No
CTC22,MM Laszlo,Laszlo,MM,Male,CTC66,CTC67,CTU2,No
CTC23,MM Legend,Legend,MM,Male,CTC66,CTC67,CTU2,No
CTC562,MM Lilo,Lilo,MM,Female,CTC66,CTC67,CTU1,No
CTC147,MM Lainey,Lainey,MM,Female,CTC66,CTC67,CTU2,Yes
CTC144,MF Daifuku,Daifuku,MF,Female,CTC330,CTC184,CTU2,Yes
CTC514,MF Destiny,Destiny,MF,Female,CTC330,CTC184,CTU5,No
CTC515,MF Donut,Donut,MF,Female,CTC330,CTC184,CTU1,No
CTC516,MM Kiara,Kiara,MM,Female,CTC65,CTC331,CTU5,Yes
CTC20,MF Daikon Marion,Daikon,MF,Male,CTC330,CTC184,CTU2,No
CTC21,MM Knox,Knox,MM,Male,CTC65,CTC331,CTU24,Yes
CTC146,MM Kadee,Kadee,MM,Female,CTC65,CTC331,CTU2,Yes
CTC145,MM Keira,Keira,MM,Female,CTC65,CTC331,CTU2,Yes
CTC142,MM Jazlin,Jazlin,MM,Female,CTC314,CTC77,CTU2,Yes
CTC143,MM Jaylee,Jaylee,MM,Female,CTC314,CTC77,CTU2,No
CTC19,DA Wonder,Wonder,DA,Male,CTC63,CTC64,CTU5,Yes
CTC512,MM Indie,Indie,MM,Female,CTC56,CTC513,CTU5,Yes
CTC511,MM Harriet,Harriet,MM,Female,CTC504,CTC488,CTU5,Yes
CTC141,MM Ginny,Ginny,MM,Female,CTC329,CTC328,CTU2,Yes
CTC510,MM Neytiri,Neytiri,MM,Female,CTC329,CTC328,CTU2,No
CTC139,MM Femme,Femme,MM,Female,CTC61,CTC62,CTU2,Yes
CTC140,MM Fedora,Fedora,MM,Female,CTC61,CTC62,CTU2,No
CTC18,MM Fenno,Fenno,MM,Male,CTC61,CTC62,CTU1,No
CTC17,MM Fynn,Fynn,MM,Male,CTC61,CTC62,CTU1,No
CTC508,MM Duchess,Duchess,MM,Female,CTC61,CTC327,CTU5,Yes
CTC509,MM Alice,Alice,MM,Female,CTC61,CTC327,CTU1,No
CTC131,MM Emory,Emory,MM,Female,CTC14,CTC326,CTU2,No
CTC132,MM Emmy,Emmy,MM,Female,CTC14,CTC326,CTU2,No
CTC133,MM Dakota Marion,Dakota,MM,Female,CTC61,CTC327,CTU2,No
CTC134,MM Dica,Dica,MM,Female,CTC61,CTC327,CTU2,Yes
CTC135,MM Deedee,Deedee,MM,Female,CTC61,CTC327,CTU2,Yes
CTC130,MM Cally,Cally,MM,Female,CTC11,CTC325,CTU9,Yes
CTC54,MM Bianco,Bianco,MM,Male,CTC53,CTC60,CTU2,Yes
CTC129,MF Bagel,Bagel,MF,Female,CTC321,CTC323,CTU2,No
CTC337,MF Almond,Almond,MF,Female,CTC330,CTC336,CTU5,Yes
CTC128,MM Zorica Marion,Zorica,MM,Female,CTC61,CTC320,CTU2,No
CTC127,MM Yeva,Yeva,MM,Female,CTC316,CTC317,CTU2,Yes
CTC699,MM's (Silver) Spoon,(Silver) Spoon,MM's,Female,CTC316,CTC317,CTU10,Yes
CTC126,MM Atari,Atari,MM,Female,CTC58,CTC59,CTU2,Yes
CTC16,MM Voltari,Voltari,MM,Male,CTC58,CTC59,CTU2,No
CTC707,MM's Bubbles,Bubbles,MM's,Female,CTC314,CTC315,CTU10,Yes
CTC124,MM Ursula,Ursula,MM,Female,CTC314,CTC315,CTU2,No
CTC125,MM Ultima,Ultima,MM,Female,CTC314,CTC315,CTU2,No
CTC526,MM Oscar,Oscar,MM,Male,CTC14,CTC473,CTU7,Yes
CTC527,MM Speedy Gonzales.,Speedy Gonzales.,MM,Female,CTC14,CTC473,CTU7,Yes
CTC507,MM Maribel,Maribel,MM,Female,CTC314,CTC315,CTU5,Yes
CTC123,MM Marla,Marla,MM,Female,CTC307,CTC308,CTU2,No
